﻿id,title,authors,source,published_date,url,pdf_url,keywords,abstract,abstract_ko,domain,downloaded_at,created_at
304,Effect of Leadership WalkRounds Convergence to Establish a Patient Safety Culture,"Mi-Hyang Lee, Chang-Hee Kim",OpenAlex,2015-06-28,https://doi.org/10.14400/jdc.2015.13.6.185,http://society.kisti.re.kr/sv/SV_svpsbs03V.do?method=download&cn1=JAKO201521159149171,"Patient safety, Safety culture, Organizational culture, Medicine, Psychology","본 연구는 일 대학병원의 환자안전문화 정착을 위해 리더십 워크라운드(Leadership WalkrRounds, LWR) 프로그램을 개발 적용한 후 의료직의 환자안전문화 인식정도를 비교한 것이다. 리더십 워크라운드는 미국 의료질향상 연구소(IHI)의 도구와 미시건 대학의 환자안전 라운드(Patient Safety Rounds, PSRs)를 기반으로 준비-일정계획-운영-보고-문제해결 5단계로 구성하였다. 대상자의 평균 연령은 30.9세, 방사선사가 55.2%, 간호사가 26.0%, 약무직이 18.8%였다. 중재 후 환자안전문화 인식 총점은 2.63점에서 3.36점으로 유의하게 증가하였다(p<.001). 약무직, 여자, 30대 및 근무경력 1년 이하 그룹에서 인식정도가 가장 많이 상승하였다. 환자안전문화의 모든 영역에서 인식정도가 유의하게 상승했는데(p<.001), 특히 안전사고보고영역(p<.001), 의사소통영역(p<.001)이 가장 많이 상승하였다. 새로운 형태의 리더십과 환자안전관리 개념의 융합으로 의료 질관리에 새로운 관리방안을 시도한 리더십 워크라운드는 의료인의 환자안전문화 인식 향상에 유용한 프로그램으로 활용할 수 있을 것이다. This study aims to study the change in the level of awareness of medical personnels regarding the patient safety culture(PSC) before and after the Leadership WalkRounds(LWR). The LWR in this study was based on the IHI and the models of the Patient Safety Rounds(PSRs) at University of Michigan, emphasizing the 5 steps of Preparation--Scheduling--Conducting--Reporting--Resolving. After the LWR the scores for the level of awareness showed a statistically significant increase from 2.63 to 3.36(p<.001). Among the participants, those who are pharmaceutists, women, 30.0~39.9 years old, or had work experience of a year or less showed particularly notable increase in awareness. The effect was significant across all categories of PSC, especially in Safety Accident Reporting(p<.001), then in Communication(p<.001). Therefore the LWR proved an convergent concept for applying new leadership skill and the concept of patient safety management as an method to elevate the frontline staffs' awareness of PSC.","본 연구는 일대학병원의 환자안전문화 정착을 위해 녹색워크라운드(Leadership WalkrRounds, LWR) 프로그램을 개발한 후 의료직의 환자안전문화 인식정도를 보장합니다. 그라운드워크라운드는 미국 의료질향상 연구소(IHI)의 도구와 미시건 대학의 환자 안전 라운드(Patient Safety Rounds, PSRs)를 기반으로 준비-일정 계획-운영-보고-문제 해결 5단계로 구성했습니다. 대상 평균의 연령은 30.9세, 찾아사가 55.2%, 동료가 26.0%, 약무직이 18.8%로 나타났다. 사후 시민안전문화 인식총점은 2.63점에서 3.36점으로 증가하게 하였다(p<.001). 여성, 30대 및 근무경력 약 1년 이하 그룹에서 인식정도가 가장 많이 주목받았다. 환자안전문화의 모든 것에서 정지 정도가 알려지게 되었죠(p<.001), 특히 안전사고 보고 영역(p<.001), 의사소통 영역(p<.001)이 가장 많이 주목되었습니다. 새로운 크기의 초과과 환자 안전 관리 개념은 의료인의 환자 안전 문화 보호 처리에 유용한 프로그램으로 사용할 수 있도록 새로운 관리 기술을 시도하는 우수한 워크로드입니다. 본 연구는 Leadership WalkRounds(LWR) 실시 전후 환자안전문화(PSC)에 대한 의료진의 인식 수준 변화를 연구하는 것을 목적으로 한다. 본 연구의 LWR은 IHI와 미시간 대학의 PSR(Patient Safety Rounds) 모델을 기반으로 준비-일정-수행-보고-해결의 5단계를 강조했습니다. LWR 이후 인식수준 점수는 2.63에서 3.36으로 통계적으로 유의하게 증가하였다(p<.001). 참가자 중 약사, 여성, 30.0~39.9세, 근무경력 1년 이하의 경우 특히 인지도가 눈에 띄게 높아졌다. 그 효과는 PSC의 모든 범주에서 유의미하게 나타났으며, 특히 안전사고 보고(p<.001), 의사소통(p<.001)에서 유의미했습니다. 따라서 LWR은 일선 직원의 PSC 인식을 높이기 위한 방법으로 새로운 리더십 기술과 환자 안전 관리 개념을 적용하는 융합 개념을 입증했습니다.",leadership,,2026-06-26 00:13:39.257349
303,링컨의 리더십 개발 사례연구: 문화 역사 활동이론을 중심으로,"박시남, 최은수",OpenAlex,2011-03-01,https://openalex.org/W3114623570,,Computer science,,,leadership,,2026-06-26 00:13:38.566541
302,「聖學輯要」에서의 인문학적 리더십 개발,김수동,OpenAlex,2017-09-30,https://openalex.org/W2766764056,,Computer science,"이 연구의 목적은 「성학집요」에서 ‘수기(修己)’의 셀프리더십을 개발하는 데 있다. 연구내용은 「성학집요」에서의 입지(立志)를 비롯한 리더십 관련 개념들을 분석하여 리더십개발을 위한 콘텐츠, 순서, 방법을 탐구한 것이다. 혁신적 프레임, 효과적 시퀀스, 실천적 스킬을 중심범주로 하여 자료들을 모아서 코딩하는 접근방법을 사용했다. 주된 연구결과로는 첫째,...","이 연구의 목적은 「성학집요」에서 '수기(修己)'의 셀프리더십을 개발하는 데 있습니다. 연구 내용은 「성학집요」에서 일부분(立志)을 포함하는 급속한 관련 개념을 분석하여 급속 개발을 콘텐츠, 잠시, 방법을 종료하는 것입니다. 혁신적인 적 프레임, 업무 활동, 업무용 스텟을 포켓범주로하여 데이터를 코딩하는 접근 방법을 사용했습니다. 연구 결과에 따르면,...",leadership,,2026-06-26 00:13:38.563099
301,리더십 개발 교육 사례연구: 대기업 사례 중심으로,"전기석, 박찬균",OpenAlex,2021-01-01,https://openalex.org/W3208028469,,Computer science,,,leadership,,2026-06-26 00:13:37.284592
300,성인교육자 리더십과 리더십 개발 연구를 위한 이슈의 개념화와 이론적 틀,최은수,OpenAlex,2006-08-01,https://openalex.org/W2991907267,,Computer science,"이 연구는 성인교육자 리더십을 논함에 있어서 일반적인 리더십 이론에 근거한 전통적
및 현대적 리더십 연구, 성인교육학적 맥락에서의 성인 교육자를 위한 리더십 이슈의 개
념화, 그리고 이들의 리더십 개발을 위한 이론적 틀을 형성하는 절차를 고찰하는데 그
목적을 두고 있다. 성인교육자 리더십 연구와 관련된 이슈들은 성인교육자의 기능과 사
명, 성인교육자 리더십의 개념화, 성인교육자 리더십의 신념과 가치, 성인교육자 리더십
의 영역, 성인교육자 리더십의 유형, 성공적인 성인교육 리더들의 특성 등이다. 기본적으
로 성인교육자는 여섯 가지 리더십을 기초적인 자질로 갖추고 있어야 한다. 그것은 행정
관리 리더십, 장학 리더십, 교수 리더십, 조직문화 리더십, 팀 리더십, 그리고 권한 위임
리더십 등이다. 성인교육 리더는 인적 및 물적 자원의 활용 효과가 극대화되도록 이러
한 여섯 가지 리더십 자질과 성인교육적인 특성을 바탕으로 조직을 운영해 나가야 한다.
성인교육자의 리더십 개발 모델은 측정, 도전, 지원으로 이루어지는 다양한 리더십 개
발 경험을 마련하고, 그 경험으로부터 배우는 사람들의 능력을 향상시키며, 다양한 리더
십 개발 경험을 통합하고 조직의 맥락에 그것들을 포용하는 방식에 근거한다.","이 연구는 성인 교육자에 대한 지식을 바탕으로 일반 과학에 대한 지식을 연구합니다.
및 현대 적격 연구, 성인 교육 분야의 성인 교육 인력 증가 문제의 개
그리고 미래의 뛰어난 개발을 변형을 구성하는 과정을 고찰해 주세요
목적을 가지고 있다. 성인교육자 교육 연구와 관련 문제는 성인의 기능과 사
명, 성인교육자 충전기의 컨셉화, 성인교육자 충전기의 가치, 성인교육자 충전기
의 영역, 성인교육자 중심의 유형, 중심성인교육 리더의 위치 등이다. 기본적으로 적으
로 성인 교육자는 최고의 레벨을 기초적인 자질로 조정해야 합니다. 그것은 그렇지 않다
관리자급, 장학급, 교수급, 조직문화급, 팀급, 그리고 권한을 부여받았습니다.
등이다. 성인교육 리더는 인적 및 물적 자원을 활용하여 효과를 높이도록 합니다.
매우 다양한 자질과 성인 교육적인 방향을 바탕으로 조직을 운영해 나가야 합니다.
성인 교육자의 첨단 개발 모델, 첨단 기술, 지원으로 다양한 측정 분야의 첨단 개
다양한 환경을 일으키고, 학습자들의 능력을 향상시킬 수 있는 환경, 다양한 리더
십 개발 환경을 통합하고 조직의 부분에 존재를 포용하는 방식으로 존재합니다.",leadership,,2026-06-26 00:13:37.283597
299,평생학습 관점에서의 김대중의 리더십 개발 사례연구 - ACS 모델을 중심으로 -,"이재남, 최은수",OpenAlex,2016-04-01,https://openalex.org/W3185009560,,Business,"본 연구는 평생학습 관점에서 김대중의 생애를 ACS 리더십 개발 모델에 따라 리더십 개발 과정을 분석하는데 그 목적이 있다. 연구 문제는 첫째, 김대중의 리더십 개발 과정에서 리더십 개발경험의 핵심요소를 구성하는 주요 사건들은 무엇인가? 둘째, 김대중의 리더십 개발과정은 어떻게 이루어졌는가? 이다. 연구 방법으로는 김대중의 생애에 대한 문헌을 근거로 김대중의 자서전과 주요한 저서, 그리고 김대중에 관한 다양한 서적과 논문을 주요사건 기법으로 재구성하였다. 분석 방법으로는 김대중의 생애에 나타난 다양한 사건들을 ACS 리더십 모델에 따라 다양한 개발 경험을 이루는 측정, 도전, 지원의 구성요소에 따라 재구성한 뒤, 김대중의 학습능력과의 관계를 탐색하였다. 연구 결과는 다음과 같다. 첫째, 김대중의 리더십 개발 요소인 측정, 도전, 지원을 설명할 수 있는 주요 사건들을 탐색해낼 수 있었다. 이와 함께 김대중의 학습 능력을 보여줄 수 있는 주요 사건들도 탐색해 보았다.. 둘째 김대중은 측정, 도전, 지원으로 이루어진 개발 경험을 자신의 학습 능력과 결합하여 당시의 시대 상황 속에서 자신의 리더십을 발전시켜나간 것을 발견할 수 있었다. 결론적으로 김대중 리더십 개발은 자신의 장점과 단점을 파악하여, 자기주도학습과 역경을 극복하면서 주위의 지원을 받아가면서 주어진 시대 상황에서 학습능력을 향상시키는 노력을 통해 이루어진 무형식 학습의 결과물이라고 평가할 수 있다.","본 연구는 김대중의 생애를 ACS 급속 개발 모델에 따라 첨단 개발 과정을 분석하는 목적이 있습니다. 연구 문제는 김대중의 첨단 개발 과정에서 첨단 개발 경험의 핵심 요소를 구성하는 주요 사건들은 무엇인가? 둘째, 김대중의 발전과정은 어떻게 존재하나요? 이다. 연구 방법론 김대중의 활동에 대한 의회를 독립으로 김대중의 자서전과 주요 저서, 그리고 김대중에 관련된 다양한 행위와 위원회를 주요 행사로 참여했습니다. 분석 방법론 김대중의 활동에 기분 다양한 사건을 ACS 고급 모델에 다양한 개발 경험을 따라 측정, 지원의 구성 요소에 따라 추가한 뒤, 김대중의 학습 능력과의 관계를 조사했습니다. 연구결과는 다음과 같다. 대신, 김대중의 첨단 개발 요소인 측정, 접근, 지원을 설명할 수 있는 주요 사건들을 조사할 수 있었습니다. 함께 함께 김대중의 학습 능력을 보여줄 수 있는 주요 행위자들을 조사해 보았습니다.. 제2의 김대중은 측정, 도전, 지원으로 단계 개발 환경을 자신의 학습 능력과 참여하여 소셜의 세대 상황에서 자신의 발전을 알리는 것을 발견할 수 있었습니다. 김대중 레드 개발은 자신의 장점과 한계를 파악하여 결론적으로 자기주도 학습과 경을 극복하면서 주변의 지원을 수용함으로써 시대적 상황에서 학습 능력을 발전시키려는 노력을 통해 중간 무형식 학습의 결과물을 평가할 수 있습니다.",leadership,,2026-06-26 00:13:36.628947
298,소그룹 리더십 개발 원리와 훈련방안,안재은,OpenAlex,2013-05-01,https://openalex.org/W3176729797,,"Worship, Gospel, Order (exchange), Church Growth, Christianity","The small group movement is a new model of church growth, allowing the modern day church to grow continuously. Many churches that pursue church growth, including the Korean church, support the small group movement and deem it as the most appropriate way to grow in modern times. However, the problem with small groups that each church, or Christian organization are operating is the lack of the leaders' leadership. The lack of development of leadership is also an immediate and urgent problem as well as church growth The general purpose of general management is to secure one's position, but the purpose of Christian leadership is to change believers' minds. God has called the Christian leaders not for managing the small groups but for encouraging the members to grow. Small group leaders should fulfill the objectives of the group in order to revitalize the group while serving them. In order to do so, the leadership needs to be developed through worship, suffering and training. These areas of development are not fulfilled at once but they takes a life to develop. The leaders who want to grow the church should first switch the paradigm of the church to support small group ministry. They should also be familiar with the principles of leadership development. Church leaders should establish a philosophy for leader training. And they should teach reserve leaders preparing them to lead a small group. Also they should lead all church members to worship whole-heartedly, to serve each other with love, and to preach the Gospel. And then they should nurture reserve leaders through leaders' training programs as a discipleship training, to double the size of a small group. Leadership is innate, but it can be also be developed though leadership training. The leadership development cannot only satisfy the urgency in spreading the Gospel but also propagate a small group growth. Therefore, the principle of leadership development and a plan to train small group leaders play an important role in church growth.","소그룹 운동은 현대 교회가 지속적으로 성장할 수 있도록 하는 교회 성장의 새로운 모델이다. 한국교회를 포함해 교회 성장을 추구하는 많은 교회들은 소그룹 운동을 지지하며, 이것이 현대에 가장 적합한 성장 방식이라고 여긴다. 그러나 각 교회나 기독교단체가 운영하고 있는 소그룹의 문제점은 지도자들의 리더십이 부족하다는 점이다. 리더십의 발전이 부족한 것도 교회 성장과 마찬가지로 시급하고 시급한 문제입니다. 일반 경영의 일반적인 목적은 자신의 지위를 확보하는 것이지만 기독교 리더십의 목적은 신자들의 마음을 바꾸는 것입니다. 하나님께서는 소그룹을 관리하기 위해서가 아니라 성도들의 성장을 격려하기 위해 기독교 지도자들을 부르셨습니다. 소그룹 리더는 그룹을 섬기면서 그룹에 활력을 불어넣기 위해 그룹의 목적을 완수해야 합니다. 그러기 위해서는 예배와 고난과 훈련을 통해 리더십이 키워져야 합니다. 이러한 개발 영역은 단번에 충족되지는 않지만 개발하는 데는 평생이 걸립니다. 교회를 성장시키려는 지도자들은 먼저 소그룹 사역을 지원하는 방향으로 교회의 패러다임을 바꿔야 한다. 또한 리더십 개발의 원칙도 잘 알고 있어야 합니다. 교회 지도자들은 지도자 훈련에 대한 철학을 세워야 한다. 그리고 그들은 소그룹을 이끌 수 있도록 준비시키는 예비군 지도자들을 가르쳐야 합니다. 또한 모든 성도들이 마음을 다해 예배하고, 사랑으로 서로 섬기며, 복음을 전하도록 이끌어야 합니다. 그리고 제자훈련으로서의 지도자 훈련 프로그램을 통해 예비 지도자들을 양성하여 소그룹의 규모를 두 배로 키워야 한다. 리더십은 타고난 것이지만 리더십 훈련을 통해서도 개발될 수 있습니다. 리더십 개발은 복음 전파의 시급성을 만족시킬 수 있을 뿐만 아니라 소그룹 성장을 전파하는 것이기도 합니다. 그러므로 리더십 개발의 원칙과 소그룹 지도자 훈련 계획은 교회 성장에 중요한 역할을 한다.",leadership,,2026-06-26 00:13:35.328750
297,체육교사의 교수전문성 리더십 개발,"유상석, 정구인",OpenAlex,2009-12-30,https://openalex.org/W2503824797,,Computer science,교육개혁에 대한 일련의 논의들은 교육개혁의 중요한 요소로 교사의 리더십을 지적하고 있다. 전통적으로 교사리더십은 효율적인 교수-학습과정에 초점을 맞춰 이해된 경향이 있다. 그러나 학교체육의 위기를 경험하고 있는 체육교사들에게는 더욱 다양한 영역에서의 리더십 발휘가 요구되어진다. 체육교사의 교수전문성 리더십이 중요하며 다음과 같은 리더십의 개발이 필요하다. 첫 번째는 초임교사를 위한 멘터(mentor) 역할을 위한 리더십이다. 많은 초임교사들이 현실과 이론의 차이로 인해 현실충격(reality shock)을 경험한다. 동료교사가 체계적으로 초임교사를 지원하는 프로그램을 운영하기는 어렵지만 학교 상황을 잘 아는 선임교사들이 초임교사의 적응과 교수전문성의 개발을 지원하는 리더십 발휘가 필요하다. 두 번째는 예비교사들을 위한 교사교육자 역할을 위한 리더십이다. 교육실습에 참여하는 예비교사들은 학생신분에서 교사신분으로 전환되는 과정 겪는 어려움 극복을 도와주어 잘 준비된 교사로 성장할 수 있도록 지원하는 교사의 리더십은 매우 중요하다. 세 번째는 교사연구자 역할을 위한 리더십이다. 지식 소비자로 인식되었던 교사가 현장 개선을 위한 지식 생산 연구자 역할을 하는 리더십이 필요하다. 체육교사가 발휘해야 할 리더십의 영역 확대에 대한 이해와 함께 리더십을 적절하게 발휘할 수 있는 능력을 개발하기 위한 교사교육 프로그램의 변화에 대한 진지한 고려가 필요하겠다.,교육개혁에 대한 중요한 논의는 교육개혁의 요소로 강사의 광고를 지적하고 있습니다. 전통적으로 강사리더십은 효율적인 교수-학습 과정에 초점을 맞춰 이해되는 경향이 있습니다. 그러나 학교 체육의 위험을 감수할 수 있는 교사들은 더 많은 범위 내에서 수수료를 면제받기를 원합니다. 심장교사의 교수전문성 충전이 중요하며 다음과 같은 충전의 개발이 필요합니다. 첫 번째 번째는 초임교사를 멘토(mentor) 역할을 추가하는 것입니다. 많은 초임 교사들이 현실과 이론의 유사로 인해 현실충격(현실 충격)을 경험합니다. 동료 교사가 의도적으로 초임교사를 지원하는 프로그램을 운영하기 위해서는 어렵지만 학교 상황을 잘 아는 선배 교사들이 초임교사의 적응력과 전문성을 개발하는 것을 지원하는 범위가 필요합니다. 두 번째는 예비 교사들을 위한 교사 교육 역할을 칭찬하는 것입니다. 교육실습에 참여하는 예비교사들은 학생신분에서 강사신분으로 전환되는 과정을 겪는 어려움을 극복할 수 있도록 하며 잘 보호할 수 있도록 성장할 수 있도록 지원하는 강사의 성장은 매우 중요합니다. 세 번째는 보안연구원 역할을 칭찬합니다. 지식 소비자로 채용 담당자가 현장 개선을 위한 기술 생산 조사 역할을 수행하는 데 도움이 필요합니다. 잘라교사가 제공해야 할 것은 확장의 범위에 대한 이해와 함께 신뢰할 수 있는 범위를 제공할 수 있는 능력을 개발하기 위한 교사 교육 프로그램의 태도에 대한 존재하는 고려가 필요하다는 것입니다.,leadership,,2026-06-26 00:13:34.431461
296,기업의 리더십 개발 트렌드,류지성,OpenAlex,2006-01-01,https://openalex.org/W3165898224,,Medicine,,,leadership,,2026-06-26 00:13:33.779286
294,A Study on the Development of Case Discussion Leadership Program for Principals,"Moonyoung Eom, Suyun Choi",Crossref,2021-10-31,https://doi.org/10.22553/keas.2021.39.4.237,,,,,leadership,,2026-06-26 00:13:20.703869
293,A Case Study of Leadership Development Program : Korean Conglomerate cases,"Ki-Seok Jeon, Chan-Kyun Park",Crossref,2021-8-31,https://doi.org/10.20434/kricm.2021.08.12.3.293,,,,,leadership,,2026-06-26 00:13:20.702416
292,Development of a digital leadership competency model for school principals,"Sanghee Kim, Gayoung Yun, Jaehong Jang",Crossref,2025-8-30,https://doi.org/10.15833/kafeiam.31.4.1183,,,,,leadership,,2026-06-26 00:13:20.701533
291,A study of complexity leadership scale development : Airline crews,ChungAh Kim,Crossref,2019-12-31,https://doi.org/10.24992/kjht.2019.12.28.08.111.,,,,,leadership,,2026-06-26 00:13:20.700538
290,Development of Brain-Friendly Leadership Competency Enhancement Program,Jae-Han Shin,Crossref,2025-12-31,https://doi.org/10.46227/jcer.10.2.6,,,,,leadership,,2026-06-26 00:13:20.699454
289,Scale Development of Sustainability Leadership for Restaurant Managers,"Junkyu Park, Meehee Cho",Crossref,2024-6-30,https://doi.org/10.20878/cshr.2024.30.6.003,,,,,leadership,,2026-06-26 00:13:20.698512
288,Path Dependence of North Korea’s Nuclear and Missile,Dae-Jin Shin,Crossref,2017-12-31,https://doi.org/10.18031/jip.2017.12.22.2.53,,,,,leadership,,2026-06-26 00:13:20.697440
287,「聖學輯要」에서의 인문학적 리더십 개발: ‘정가(正家)’의 관계리더십,김수동,Crossref,2019-8,https://doi.org/10.17283/jkedi.2019.33.3.1,,,,,leadership,,2026-06-26 00:13:20.693923
286,Taking Gender Into Account: Theory and Design for Women's Leadership Development Programs,"Robin J. Ely, Herminia Ibarra, Deborah M. Kolb",OpenAlex,2011-09-01,https://doi.org/10.5465/amle.2010.0046,https://doi.org/10.5465/amle.2010.0046,"Negotiation, Framing (construction), Leadership development, Transactional leadership, Public relations","We conceptualize leadership development as identity work and show how subtle forms of gender bias in the culture and in organizations interfere with the identity work of women leaders. Based on this insight, we revisit traditional approaches to standard leadership topics, such as negotiations and leading change, as well as currently popular developmental tools, such as 360-degree feedback and networking; reinterpret them through the lens of women's experiences in organizations; and revise them to meet the particular challenges women face when transitioning into senior leadership. By framing leadership development as identity work, we reveal the gender dynamics involved in becoming a leader, offer a theoretical rationale for teaching leadership in women-only groups, and suggest design and delivery principles to increase the likelihood that women's leadership programs will help women advance into more senior leadership roles.","우리는 리더십 개발을 정체성 작업으로 개념화하고 문화와 조직에서 미묘한 형태의 성 편견이 여성 리더의 정체성 작업을 어떻게 방해하는지 보여줍니다. 이러한 통찰력을 바탕으로 우리는 협상 및 변화 선도와 같은 표준 리더십 주제에 대한 전통적인 접근 방식은 물론 360도 피드백 및 네트워킹과 같은 현재 널리 사용되는 개발 도구를 재검토합니다. 조직 내 여성의 경험이라는 렌즈를 통해 이를 재해석합니다. 여성이 고위 리더십으로 전환할 때 직면하는 특정 과제를 해결하도록 개정합니다. 리더십 개발을 정체성 작업으로 구성함으로써 우리는 리더가 되는 것과 관련된 성별 역학을 밝히고, 여성 전용 그룹에서 리더십 교육에 대한 이론적 근거를 제공하며, 여성 리더십 프로그램이 여성이 고위 리더십 역할로 진출하는 데 도움이 될 가능성을 높이기 위한 설계 및 전달 원칙을 제안합니다.",leadership,,2026-06-26 00:13:08.215396
283,The Center for Creative Leadership handbook of leadership development,"Ellen Van Velsor, Cynthia D. McCauley, Marian N. Ruderman, John R. Ryan",OpenAlex,2010-01-01,https://openalex.org/W2573938497,,"Leadership development, Leader development, Bunker, Management, Sociology","Web Contents xi Foreword xv John R. Ryan Preface xvii Acknowledgments xxv The Authors xxvii Introduction: Our View of Leadership Development 1 Cynthia D. McCauley, Ellen Van Velsor, Marian N. Ruderman PART ONE Developing Leaders ONE Leader Development Systems 29 Cynthia D. McCauley, Kim Kanaga, Kim Lafferty TWO Learning from Experience 63 Jeffrey Yip, Meena S. Wilson THREE Feedback-Intensive Programs 97 Sara N. King, Laura C. Santana FOUR Leadership Coaching 125 Candice C. Frankovelgia, Douglas D. Riddle F I VE Leader Development and Social Identity 147 Vijayan P. Munusamy, Marian N. Ruderman, Regina H. Eckert S I X Development Programs for Educational Leaders 177 Karen Dyer, Mike Renn SEVEN Leader Development in Times of Change 197 Michael Wakefield, Kerry A. Bunker E I G H T Democratizing Leader Development 221 David G. Altman, Lyndon Rego, Steadman D. Harrison III NINE Evaluating Leader Development 251 Jennifer W. Martineau, Tracy E. Patterson PART TWO Developing Leadership for Organizational Challenges TEN Developing Team Leadership Capability 285 Frederick P. Morgeson, Dennis Lindoerfer, David J. Loring ELEVEN Developing Strategic Leadership 313 Katherine Colarelli Beatty, Bruce Byington TWELVE Developing Globally Responsible Leadership 345 Laura Quinn, Ellen Van Velsor T H I R T E EN Developing Intergroup Leadership 375 Chris Ernst, Kelly M. Hannum, Marian N. Ruderman FOURTEEN Developing Interdependent Leadership 405 Wilfred H. Drath, Charles J. Palus, John B. McGuire Afterword 429 Ellen Van Velsor, Marian N. Ruderman, Cynthia D. McCauley References 435 Name Index 461 Subject Index 469 About the Center for Creative Leadership 481","웹 목차 xi 서문 xv John R. Ryan 서문 xvii 감사의 말 xxv 저자 xxvii 소개: 리더십 개발에 대한 우리의 관점 1 Cynthia D. McCauley, Ellen Van Velsor, Marian N. Ruderman 1부 리더 개발 ONE 리더 개발 시스템 29 Cynthia D. McCauley, Kim Kanaga, Kim Lafferty 2 경험에서 배우기 63 Jeffrey Yip, Meena S. Wilson 세 가지 피드백 집중 프로그램 97 Sara N. King, Laura C. Santana 네 가지 리더십 코칭 125 Candice C. Frankovelgia, Douglas D. Riddle F I VE 리더 개발 및 사회적 정체성 147 Vijayan P. Munusamy, Marian N. Ruderman, Regina H. Eckert S I X 교육 리더를 위한 개발 프로그램 177 Karen Dyer, Mike Renn 시대의 일곱 리더 개발 변화의 197 Michael Wakefield, Kerry A. Bunker E I G H T 민주화 리더 개발 221 David G. Altman, Lyndon Rego, Steadman D. Harrison III NINE 리더 개발 평가 251 Jennifer W. Martineau, Tracy E. Patterson 2부 조직 문제에 대한 리더십 개발 TEN 팀 리더십 역량 개발 285 Frederick P. Morgeson, Dennis Lindoerfer, David J. Loring ELEVEN 전략적 리더십 개발 313 Katherine Colarelli Beatty, Bruce Byington TWELVE 글로벌 책임 리더십 개발 345 Laura Quinn, Ellen Van Velsor T H I R T E EN 그룹 간 리더십 개발 375 Chris Ernst, Kelly M. Hannum, Marian N. Ruderman FOURTEEN 상호 의존적 리더십 개발 405 Wilfred H. Drath, Charles J. Palus, John B. McGuire 후기 429 Ellen Van Velsor, Marian N. Ruderman, Cynthia D. McCauley 참고 문헌 435 이름 색인 461 주제 색인 469 창의적 리더십 센터 소개 481",leadership,,2026-06-26 00:13:06.836200
279,The Essence of Leadership and Pathways to Leadership Development,"Margaret Nana Amala, Nugun Patrick Jellason",Crossref,2026-2-11,https://doi.org/10.4324/9781003504917-3,,,,,leadership,,2026-06-26 00:12:43.671877
278,Skills of the leadership development specialist,,Crossref,2009-11-4,https://doi.org/10.4324/9780080561288-16,,,,,leadership,,2026-06-26 00:12:43.671188
277,Leadership exchange: contextualized learning about how leadership is accomplished and personalized leadership development,"Jonathan Gosling, Simon Western",Crossref,2017-11-24,https://doi.org/10.4337/9781785369919.00024,https://china.elgaronline.com/view/edcoll/9781785369902/9781785369902.00024.xml,,,,leadership,,2026-06-26 00:12:43.670415
276,Why Leadership Research Is Generally Irrelevant for Leadership Development,,Crossref,2003-9-12,https://doi.org/10.4324/9781410608895-20,,,,,leadership,,2026-06-26 00:12:43.669628
275,Leadership Courses and Formal Leadership Development Programs as Key Leadership Learning Events,Valerie I. Sessa,Crossref,2017-3-27,https://doi.org/10.4324/9781315674322-8,,,,,leadership,,2026-06-26 00:12:43.668834
274,Different approaches to leadership development,,Crossref,2009-11-4,https://doi.org/10.4324/9780080561288-15,,,,,leadership,,2026-06-26 00:12:43.668039
273,Charting the Landscape of Leadership and Leadership Development,Christian Harrison,Crossref,2026-2-11,https://doi.org/10.4324/9781003504917-1,,,,,leadership,,2026-06-26 00:12:43.667257
272,Rethinking Leadership and Leadership Development,Christian Harrison,Crossref,2025-3-11,https://doi.org/10.4324/9781032624976-1,,,,,leadership,,2026-06-26 00:12:43.666415
271,Leader and leadership development,"Marian Iszatt-White, Christopher Saunders",Crossref,2020-5-7,https://doi.org/10.1093/hebz/9780198834298.003.0018,,,"<p>This chapter focuses on the ideas and theories attached to both leader development and leadership development. It highlights the dominance of programmes focused on the development of the knowledge and skills of the leader and considers some ideas of how the development of leadership could be enhanced. The chapter also examines some approaches to leadership learning, including the foundations and application of action learning, coaching and mentoring, experiential learning, and reflection. Social and relational approaches to leadership development and the importance of developing phronesis (practical wisdom) in leadership judgement and decision making are discussed. The chapter concludes by looking at some of the latest thinking on the use of mindfulness to develop leaders.</p>","<p>이 장에서는 리더 개발과 리더십 개발에 관련된 아이디어와 이론에 중점을 둡니다. 이는 리더의 지식과 기술 개발에 초점을 맞춘 프로그램의 우위를 강조하고 리더십 개발이 어떻게 향상될 수 있는지에 대한 몇 가지 아이디어를 고려합니다. 이 장에서는 또한 액션 러닝의 기초와 적용, 코칭과 멘토링, 체험 학습, 성찰 등 리더십 학습에 대한 몇 가지 접근 방식을 검토합니다. 리더십 개발에 대한 사회적 및 관계적 접근 방식과 리더십 판단 및 의사 결정에서 프로네시스(실천적 지혜) 개발의 중요성이 논의됩니다. 이 장은 리더 육성을 위한 마음챙김 활용에 대한 최근의 생각을 살펴보는 것으로 마무리됩니다.</p>",leadership,,2026-06-26 00:12:43.665337
